valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,emotion
0.551,2020,0.358,['Luke Bryan'],0.62,221633,0.776,0,6QpZSfLid1YZ6c01BvB5jH,4.31E-05,8,0.11,-4.109,1,Down To One,69,0.0365,93.963,
0.72,2020,0.366,['Eslabon Armado'],0.642,278073,0.607,1,3lbCkWmaQKphoT2ZWdQrQs,0,5,0.0875,-8.766,0,Baby,70,0.0338,105.393,
0.63,2020,0.138,['Sebastian Yatra'],0.779,230280,0.675,0,08f9JKxDqguLdlDISeaChE,0,11,0.105,-4.976,1,Traicionera,11,0.0485,91.006,
0.686,2020,0.0976,"['Sebastian Yatra', 'Wisin', 'Nacho']",0.745,223613,0.914,0,1eyZ6BP133QBsrhWVQTiDi,0,0,0.222,-2.667,1,Alguien Robo,4,0.0872,92.983,
0.783,2020,0.048,"['Sebastian Yatra', 'Mau y Ricky']",0.632,198933,0.832,0,0D34nucRBAWpnhwSwP4yLb,0,7,0.0705,-1.948,0,Ya No Tiene Novio,2,0.156,182.193,
0.63,2020,0.138,['Sebastian Yatra'],0.779,230280,0.675,0,0PDXuE049B8jqICEDqTcum,0,11,0.105,-4.976,1,Traicionera,2,0.0485,91.006,
0.934,2020,0.0336,"['Sebastian Yatra', 'Daddy Yankee', 'Natti Natasha', 'Jonas Brothers']",0.756,200693,0.851,0,29VUKkgIQdcnVjCeZXL37S,0,2,0.126,-3.33,1,Runaway,2,0.0675,75.014,
0.289,2020,0.0958,['Sebastian Yatra'],0.572,244160,0.787,0,2xugBWebCNAk2zwp6f7mjO,0,0,0.088,-6.886,1,Devuélveme El Corazón,0,0.0776,154.024,
0.289,2020,0.0958,['Sebastian Yatra'],0.572,244160,0.787,0,38MUayOyZAPIbun4YQCiD1,0,0,0.088,-6.886,1,Devuélveme El Corazón,2,0.0776,154.024,
0.201,2020,0.71,['Sebastian Yatra'],0.347,228080,0.353,0,4HH0urmBpB8iJiyoDxmfYG,0,0,0.31,-7.321,1,Como Mirarte,2,0.0341,172.983,
0.289,2020,0.0958,['Sebastian Yatra'],0.572,244160,0.787,0,4XbrAFdpKkk7XAB5Bqf4LU,0,0,0.088,-6.886,1,Devuélveme El Corazón,1,0.0776,154.024,
0.686,2020,0.0976,"['Sebastian Yatra', 'Wisin', 'Nacho']",0.745,223613,0.914,0,4mA0OYFxfKOJTmmqzneJI5,0,0,0.222,-2.667,1,Alguien Robo,0,0.0872,92.983,
0.63,2020,0.138,['Sebastian Yatra'],0.779,230280,0.675,0,4nTlSnZW5CqcermL2fxOJK,0,11,0.105,-4.976,1,Traicionera,0,0.0485,91.006,
0.289,2020,0.0958,['Sebastian Yatra'],0.572,244160,0.787,0,5AXh0GLN3DkOBjcXgasU00,0,0,0.088,-6.886,1,Devuélveme El Corazón,2,0.0776,154.024,
0.63,2020,0.138,['Sebastian Yatra'],0.779,230280,0.675,0,5Fek1eWCih5XEyVNelp0il,0,11,0.105,-4.976,1,Traicionera,0,0.0485,91.006,
0.686,2020,0.0976,"['Sebastian Yatra', 'Wisin', 'Nacho']",0.745,223613,0.914,0,5GhUAV8I7rqvtnBtHtwu4V,0,0,0.222,-2.667,1,Alguien Robo,1,0.0872,92.983,
0.201,2020,0.71,['Sebastian Yatra'],0.347,228080,0.353,0,5shA8NGi8R5q0UL1JB62TQ,0,0,0.31,-7.321,1,Como Mirarte,1,0.0341,172.983,
0.63,2020,0.138,['Sebastian Yatra'],0.779,230280,0.675,0,5ztLJmrLooUXA3fA1HuqhM,0,11,0.105,-4.976,1,Traicionera,0,0.0485,91.006,
0.63,2020,0.138,['Sebastian Yatra'],0.779,230280,0.675,0,6ZyrmtyeeGNUuTkbpACG9O,0,11,0.105,-4.976,1,Traicionera,1,0.0485,91.006,
0.686,2020,0.0976,"['Sebastian Yatra', 'Wisin', 'Nacho']",0.745,223613,0.914,0,7CFQMF3i1MQXIkP0NbsuYc,0,0,0.222,-2.667,1,Alguien Robo,1,0.0872,92.983,
0.63,2020,0.138,['Sebastian Yatra'],0.779,230280,0.675,0,7kHjlYjaJGwjNn09nOrW2U,0,11,0.105,-4.976,1,Traicionera,1,0.0485,91.006,
0.343,2020,0.0124,"['Dixie D’Amelio', 'blackbear', 'Lil Mosey']",0.576,191578,0.749,1,3JwghlOgXpcxFHDEbfvaYL,1.12E-06,9,0.12,-3.612,0,Be Happy - Remix,73,0.0522,173.969,
0.4,2020,0.0136,['Playboi Carti'],0.876,166799,0.492,1,5UusfWUMMLEXLMc1ViNZoe,0.000283,11,0.0678,-8.11,0,@ MEH,71,0.153,151.044,
0.184,2020,0.117,['Bad Bunny'],0.71,159282,0.81,1,7sOfmPd18RWp3FoCzpa7Kw,0.000132,2,0.154,-5.507,1,Soliá,74,0.0854,92.041,
0.672,2020,0.175,"['Aya Nakamura', 'Maluma']",0.791,166851,0.682,0,6AzKhCHOms83jvNVLsz0Bt,0,5,0.0926,-7.328,1,Djadja (feat. Maluma) - Remix,85,0.158,98.031,
0.143,2020,0.144,['Lauv'],0.702,252337,0.508,1,1eyek0KJEh2v5HQ9uQSybb,0,8,0.108,-7.105,1,Modern Loneliness,75,0.035,82.008,
0.123,2020,0.0867,['2 Chainz'],0.473,159471,0.66,1,4Xo23r9bbgZRtu9zAZBrXA,0,7,0.606,-7.634,0,Southside Hov,57,0.281,156.733,
0.473,2020,0.00985,['Dierks Bentley'],0.521,205960,0.746,0,7IhfjcaXuXCq20ZiAA7igK,0,6,0.0741,-6.173,1,Gone,68,0.0351,149.977,
0.649,2020,0.297,['Christian Nodal'],0.639,144360,0.443,0,4FmVjrmM6DsBQMsGdc9PDa,0,4,0.0881,-3.855,1,Aquí Abajo,81,0.0335,147.88,
0.315,2020,0.00591,"['Rich The Kid', 'Quavo', 'Takeoff']",0.906,200000,0.351,1,79OsVQutiLllWaiDTcKl5M,0,7,0.109,-10.18,1,Too Blessed,71,0.239,143.891,
0.712,2020,0.321,"['Bad Bunny', 'Nicky Jam']",0.59,202240,0.729,1,5bmSver2b3ZXyuyLKtgnFI,0,7,0.659,-4.95,0,BAD CON NICKY,77,0.0893,93.094,
0.601,2020,0.00108,['EVERGLOW'],0.477,210893,0.85,0,60M8FSYZP8MA0Wy2huOADL,0,3,0.0675,-1.486,0,LA DI DA,78,0.0911,163.845,
0.361,2020,0.00305,"['Dua Lipa', 'KUU', 'DaBaby']",0.734,250985,0.89,0,7jLRhH9Wwh7yfMekTdZ3nK,0.000472,2,0.118,-6.069,1,Levitating (feat. DaBaby) - KUU Remix,63,0.0526,111.975,
0.542,2020,0.092,['Bad Bunny'],0.761,243276,0.732,0,4NqQaovM14WR2hNPMFxgjb,0,4,0.0716,-5.469,0,8��25��,74,0.0549,151.982,
0.566,2020,0.0932,['Chloe x Halle'],0.725,176787,0.668,0,35Dh5MnCUPLN3XyAVtQff3,2.33E-06,5,0.112,-7.286,0,Do It,71,0.055,82.966,
0.143,2020,0.161,['Giveon'],0.599,205116,0.449,0,08HPWLi0YmRUStJzkQ1ffh,2.66E-05,7,0.107,-7.423,1,Stuck On You,71,0.0529,158,
0.653,2020,0.124,['AJR'],0.629,189115,0.833,0,33n9hKYymXgXV0p6j2zYp9,0,1,0.159,-7.219,0,Bummerland,65,0.0855,80.968,
0.704,2020,0.0318,"['Liam Payne', 'Dixie D’Amelio']",0.619,154747,0.771,0,2Y0ktCGrGoGcQFXsGztvhi,0,9,0.114,-2.204,1,Naughty List (with Dixie D’Amelio),74,0.0601,81.966,
0.637,2020,0.608,['2 Chainz'],0.528,237117,0.786,1,7sw5Hpu97JeA13ETIVolyH,0,10,0.307,-6.213,1,Vampire,57,0.397,150.162,
0.505,2020,0.00565,['Ava Max'],0.648,180348,0.641,0,2ICse7t8MB60EFk6o9aUyw,3.63E-06,7,0.109,-5.521,1,Who's Laughing Now,83,0.0389,184.021,
0.842,2020,0.114,['Glass Animals'],0.845,200584,0.583,0,40rOlDoGejXXF4B0BYsjx8,0.000536,9,0.1,-5.948,0,Tangerine,69,0.0773,149.941,
0.766,2020,0.0427,"['Natanael Cano', 'Ovi']",0.792,170925,0.711,0,2yFQXRSMJgaixzpP6gn8jr,0,10,0.0748,-5.21,0,Pacas Verdes,72,0.0413,107.388,
0.65,2020,0.441,['Sam Hunt'],0.736,162547,0.458,0,7FpBQ067pHB67deawpbbcY,0,5,0.148,-7.437,1,Body Like A Back Road,68,0.0316,98.977,
0.686,2020,0.141,['ROLE MODEL'],0.765,153293,0.663,0,0NuWgxEp51CutD2pJoF4OM,0.000297,0,0.0924,-5.223,1,blind,71,0.0652,150.091,
0.855,2020,0.619,"['Eslabon Armado', 'T3R Elemento']",0.514,194002,0.657,0,6sGYPF1Ud3pYSyh28XOUp2,0,5,0.079,-7.786,1,Mi Vicio,72,0.0375,102.132,
0.627,2020,0.033,['Dua Lipa'],0.627,208505,0.69,0,1nYeVF5vIBxMxfPoL0SIWg,0,10,0.0742,-5.396,0,Hallucinate,80,0.139,122.053,
0.884,2020,0.0506,"['Stunna 4 Vegas', 'Offset']",0.899,188107,0.735,1,3faAAUxohrxqYhPlneZ3XV,0,4,0.15,-7.719,1,UP THE SMOKE (with Offset),70,0.4,143.001,
0.637,2020,0.103,"['2 Chainz', 'Rick Ross', 'Skooly']",0.589,243675,0.587,1,7GfhEZC8DMFudvMTrrq07D,0,9,0.228,-6.684,0,YRB (feat. Rick Ross & Skooly),56,0.202,142.98,
0.453,2020,0.0387,"['Jax Jones', 'Au/Ra']",0.668,172143,0.726,0,7CH8J4ulT49UfZwSDSkSZA,0,9,0.134,-7.512,1,i miss u (with Au/Ra),79,0.0468,124.075,
0.45,2020,0.427,"['R3HAB', 'Andy Grammer']",0.456,149053,0.496,0,5SspaMrPfWyRCS0GpjIxa6,0,1,0.134,-6.986,1,Good Example (with Andy Grammer),72,0.0743,90.552,
0.586,2020,0.0915,['Rod Wave'],0.732,168587,0.41,1,4tnLapnaoDS46c9CBRUqpE,0,0,0.0697,-14.41,1,The Greatest,66,0.127,125.947,
0.432,2020,0.497,"['Pop Smoke', 'Quavo']",0.713,175756,0.605,1,6O7fPYTsb2mY0PiFt2ymDB,3.46E-06,11,0.115,-7.487,1,Aim For The Moon (feat. Quavo),73,0.107,142.025,
0.608,2020,0.0466,"['Jowell & Randy', 'J Balvin']",0.763,212011,0.58,1,5iw28wvyHgj4ppOu5AdcEU,1.60E-05,8,0.154,-6.196,1,Anaranjado,81,0.144,175.937,
0.334,2020,0.038,"['The Kid LAROI', 'Lil Mosey']",0.389,183567,0.768,1,0OtK6gE4DipBy7u3rUWBvJ,0,1,0.119,-4.765,1,WRONG (feat. Lil Mosey),70,0.256,90.146,
0.0653,2020,0.0535,"['A$AP Ferg', 'Nicki Minaj', 'MadeinTYO']",0.809,146009,0.68,1,5esKpsrB3TbGHwFaAjIGMx,1.20E-06,4,0.11,-4.883,1,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),70,0.222,143.988,
0.761,2020,0.0849,['NLE Choppa'],0.787,148759,0.713,1,44sYqNBttbXNxya33FJ3Dj,0,7,0.717,-5.252,1,Camelot,70,0.401,175.046,
0.788,2020,0.22,"['Charlie Puth', 'blackbear']",0.824,160825,0.783,0,6o4LOloYJc8yu0CdvOvifU,0,1,0.234,-4.53,0,Hard On Yourself,74,0.0507,114.028,
0.755,2020,0.0789,['Jeremy Zucker'],0.807,206600,0.539,1,4PyMK7JTcu6l30D8KogokR,0,11,0.0928,-8.193,1,supercuts,72,0.124,127.992,
0.138,2020,0.777,['Giveon'],0.535,172907,0.409,0,4rHIfYRQw6ittRQXAlurk0,0,7,0.129,-9.517,0,FAVORITE MISTAKE,69,0.0857,170.121,
0.522,2020,0.039,['Championxiii'],0.974,133565,0.157,1,1eDyjPYw65g3wvQ7xJLF5c,0,2,0.279,-14.201,1,BOO!,70,0.375,115.023,
0.632,2020,0.000615,['Machine Gun Kelly'],0.707,117580,0.576,1,2iVsPIS2yjS4xhs5Rdy65O,0,2,0.405,-5.665,1,jawbreaker,70,0.0364,128.08,
0.616,2020,0.476,['Sheff G'],0.85,153561,0.458,1,3VayB5gLZGODx8b7RO1y5f,0,8,0.26,-7.82,1,"No Suburban, Pt. 2",69,0.339,143.973,
0.806,2020,0.42,['Sean Stemaly'],0.525,183920,0.84,0,0kSUH6KBoUrHWL93j1Lx3h,1.67E-05,1,0.361,-4.21,0,Come Back To Bed,67,0.037,136.037,
0.239,2020,0.0161,"['Julie and the Phantoms Cast', 'Madison Reyes', 'Charlie Gillespie']",0.602,204000,0.531,0,5yeHtAPGAFsfN9baoglUlc,0,5,0.116,-6.858,1,Perfect Harmony (feat. Madison Reyes & Charlie Gillespie),73,0.0361,80.014,
0.596,2020,0.0619,"['Nivel Codiciado', 'Tony Loya']",0.642,193584,0.623,0,62593s9bGlzxiiL4b57VgX,0,9,0.355,-12.481,0,El Flash,68,0.0397,110.093,
0.945,2020,0.742,"['21 Savage', 'Metro Boomin']",0.607,57074,0.371,1,2y3mrzWEWaAFqb2jf5fED8,0.000164,1,0.403,-14.255,0,Snitches & Rats (Interlude),69,0.894,102.481,
0.815,2020,0.346,['YoungBoy Never Broke Again'],0.725,159086,0.79,1,6FiySur7YZL0Kff2YVGsEB,0,3,0.195,-4.773,0,Right Foot Creep,66,0.327,157.99,
0.658,2020,0.756,"['Jhené Aiko', 'Mila J']",0.575,222600,0.443,1,423NhOTzoqgeaIJbrUzSoo,0,7,0.109,-11.626,0,On The Way (feat. Mila J),69,0.28,113.862,
0.178,2020,0.0121,"['French Montana', 'Tory Lanez']",0.881,219465,0.785,1,5wMh9hhqKQ4JfqLuvqAC7s,0,2,0.0849,-5.4,1,Cold (feat. Tory Lanez),73,0.102,105.972,
0.6,2020,0.652,['Alec Benjamin'],0.696,187728,0.565,0,44I5NYJ7CGEcaLOuG2zJsU,2.12E-06,5,0.121,-7.241,0,Oh My God,73,0.0598,156.109,
0.321,2020,0.0787,['2 Chainz'],0.722,267548,0.672,1,0JofASa5UhVbHrWQv8N48N,4.71E-05,11,0.501,-4.745,0,Wait For You To Die,55,0.0487,140.061,
0.776,2020,0.289,"['Justin Quiles', 'Daddy Yankee', 'El Alfa']",0.889,201000,0.863,1,0eeKDrQxjqNl5bX5VCHDcn,0.000603,11,0.0798,-3.011,1,PAM,80,0.0757,112.953,
0.594,2020,0.115,"['IU', 'SUGA']",0.676,167573,0.869,0,0pYacDCZuRhcrwGUA5nTBe,0,1,0.132,-1.573,1,eight(Prod.&Feat. SUGA of BTS),79,0.0423,120.029,
0.43,2020,0.167,['Porte Diferente'],0.685,243029,0.405,0,2jNBVmei23ag6hYbxiZr8A,0.000529,7,0.0858,-11.974,0,Es Diferente,67,0.028,145.342,
0.635,2020,0.478,"['Popcaan', 'Drake', 'PARTYNEXTDOOR']",0.571,259651,0.747,0,24SDeYAeTFda8OUzVI1VR6,0,7,0.116,-4.659,1,TWIST & TURN (feat. Drake & PARTYNEXTDOOR),74,0.17,106.253,
0.111,2020,0.108,"['Russ', 'Ty Dolla $ign']",0.569,200548,0.657,1,6xRNqXP3baPR9buXr8vreM,0,0,0.108,-6.639,1,3AM,71,0.0425,73.008,
0.749,2020,0.0295,['Tame Impala'],0.569,249587,0.84,0,5JWPUEov2wlX7c0jhYZpeB,0.000118,1,0.0995,-4.123,1,Lost In Yesterday,72,0.118,183.059,
0.326,2020,0.168,['Bryson Tiller'],0.605,170053,0.489,0,1LV5cAo02H8h5YlZNcjULM,2.36E-06,10,0.187,-7.234,0,Always Forever,69,0.174,147.341,
0.396,2020,0.131,['Dalex'],0.66,161748,0.503,0,5cBrOhKDyiJF9bPGUHKkG0,0,9,0.13,-5.501,1,#NAME?,84,0.34,175.896,
0.579,2020,0.164,['Machine Gun Kelly'],0.373,159586,0.842,1,3FftYzkNisNH913O0KLgiO,0,11,0.102,-3.327,1,hangover cure,70,0.0757,170.149,
0.463,2020,0.356,['Christian Nodal'],0.778,194187,0.39,0,4o067Re5kTGFo2QvxisD7x,0,9,0.0563,-5.892,1,Ojalá,2,0.0304,120.025,
0.653,2020,0.369,['Christian Nodal'],0.646,156520,0.568,0,64P5oO8lHCJS89tQGqP8OQ,0,9,0.151,-3.077,0,No Te Contaron Mal,3,0.0379,81.387,
0.369,2020,0.08,"['Trippie Redd', 'Rich The Kid']",0.679,155154,0.57,1,5WqQhk76AHhb1u0Q6xg3li,0,2,0.578,-6.079,1,Personal Favorite (feat. Rich The Kid),68,0.0949,150.112,
0.858,2020,0.737,"['Marca MP', 'Grupo Firme']",0.552,225541,0.263,0,1HAvMItHMFRlnrbOXZBL8X,0,0,0.491,-6.827,1,Mil Gracias Por Existir,72,0.0454,130.698,
0.461,2020,0.015,['Machine Gun Kelly'],0.455,190143,0.728,1,6EPxapAlha7pEyn5kXgW3R,4.74E-05,6,0.111,-6.62,0,lonely,70,0.0749,165.948,
0.324,2020,0.907,['Pop Smoke'],0.774,108132,0.513,1,42er1na9BHF1ERol51wg8M,0,7,0.11,-5.024,1,Imperfections (Interlude),72,0.0778,91.03,
0.582,2020,0.0892,['BTS'],0.723,243267,0.634,0,3Ys2PYl1wyPKQIwyqhP9cQ,0,1,0.0787,-5.415,1,Stay Gold,80,0.0542,129.017,
0.603,2020,0.173,['2 Chainz'],0.643,219092,0.712,1,1TzrDlDXD1iUlniHm2qcGN,0,8,0.0538,-5.226,1,55 Times,55,0.294,97.592,
0.793,2020,0.00136,"['Tyga', 'Saweetie', 'YG']",0.968,211704,0.793,1,2ab4xGVMBb14NpPrj4xDq5,0,10,0.0814,-4.645,0,Money Mouf,72,0.256,105.012,
0.115,2020,0.0803,"['Julie and the Phantoms Cast', 'Madison Reyes', 'Charlie Gillespie', 'Owen Patrick Joyner', 'Jeremy Shada']",0.37,192375,0.618,0,6OhDKgswCZoSuZ1ZGocjMX,0,5,0.0591,-4.41,1,"Bright (feat. Madison Reyes, Charlie Gillespie, Owen Patrick Joyner & Jeremy Shada)",73,0.0564,159.122,
0.914,2020,0.0561,['Dua Lipa'],0.695,203808,0.884,0,39LLxExYz6ewLAcYrzQQyP,0,6,0.213,-2.278,0,Levitating,78,0.0753,103.014,
0.38,2020,0.287,['Trippie Redd'],0.65,126131,0.52,1,7Ajwmzgjhad3UlvIGExkPz,0,7,0.169,-6.371,1,V-12,67,0.0737,136.895,
0.362,2020,0.0416,['Joji'],0.447,195000,0.72,0,6p8eEdiZLKJH8tcjGZuNTK,0.000297,7,0.614,-3.954,1,Run,72,0.0332,157.892,
0.694,2020,0.16,['Dustin Lynch'],0.711,189533,0.696,0,3NgcaTIgVh77DdwAInp996,0,7,0.17,-5.05,1,Good Girl,67,0.0869,80.512,
0.336,2020,0.0407,"['Lauv', 'LANY']",0.746,232853,0.45,0,3uc8AGNL0KbvISIrjnfRvN,0,7,0.172,-8.543,1,Mean It,76,0.0872,95.998,
0.351,2020,0.00107,['Machine Gun Kelly'],0.268,165967,0.829,1,4kDgnKgZTX6puRz9EoNjle,0,7,0.157,-5.17,1,title track,70,0.101,199.886,
0.233,2020,0.333,"['Summer Walker', 'PARTYNEXTDOOR']",0.632,213933,0.495,1,2aSM4sbNN7cSmpYOG0sf46,0,7,0.0941,-8.335,1,My Affection (with PARTYNEXTDOOR),69,0.143,77.083,
0.884,2020,0.226,"['Lil Yachty', 'DaBaby', 'Drake']",0.83,205636,0.625,1,0LEFmgIj8ABU7CelzGh5Bs,0,5,0.302,-3.678,1,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),69,0.0573,138.046,
0.905,2020,0.382,['Carin Leon'],0.669,246132,0.476,0,1nLs8r6K4YN0avBwUmmTnr,9.85E-06,9,0.21,-6.635,0,Tú,79,0.0395,143.826,
0.443,2020,0.208,['SAINt JHN'],0.803,222242,0.619,1,7A7SoEsLBOjOhIZu7UkOsl,0.00024,6,0.121,-5.226,0,Sucks To Be You,71,0.0506,131.983,
0.389,2020,0.513,"['Ariana Grande', 'The Weeknd']",0.555,239949,0.523,0,0K2UmT0JOcEaLssWda2703,0,0,0.402,-7.289,1,off the table (with The Weeknd),72,0.0666,100.57,
0.469,2020,0.000813,"['Lil Peep', 'Xavier Wulf']",0.517,175333,0.675,1,0AAPdx9ewxMxetyBYqwcfL,5.18E-05,10,0.112,-7.676,0,drive by,71,0.0477,133.962,
0.68,2020,0.0331,['Sono'],0.725,188173,0.73,0,3TGQ7cGpkc4w87qdQP2BvR,0.00162,6,0.102,-5.46,1,Let Go,2,0.0369,125.035,
0.501,2020,0.000266,['Sono'],0.673,218510,0.915,0,52030CMIYBgqJNLhWyJQYJ,0.107,4,0.116,-5.115,0,A New Cage - Radio Edit,7,0.0349,115.985,
0.903,2020,0.287,['Sono'],0.802,227773,0.806,0,0M2oQ2yt6DcDZ4J43xpDUU,0.00167,2,0.37,-5.208,1,Heading For - Radio Edit,4,0.0603,120.044,
0.444,2020,0.0266,['Sono'],0.738,193253,0.575,0,4bToOKvUa6MJ3D1rJ3cj9I,0.663,2,0.0729,-8.643,1,Top of the World,3,0.045,119.993,
0.0758,2020,0.118,['Sono'],0.694,267138,0.447,0,7GnjJBXqaE9N4SZcuHz46D,0.000486,0,0.159,-6.927,1,Space Oddity,10,0.027,132.053,
0.546,2020,0.542,['Saagar Ace'],0.564,232878,0.548,0,2OEXpRh7h8cVFX5BvOYZs3,0,0,0.136,-7.968,1,Everything I Ever Wanted,0,0.0581,163.919,
0.386,2020,0.00446,['ONIGAWARA'],0.54,335533,0.88,0,4m7pmuicefmD1E0pIFomq6,0,8,0.134,-5.612,0,secret code,0,0.0325,124.991,
0.805,2020,0.046,['ONIGAWARA'],0.593,279240,0.928,0,7uwmHYaO61K3C6mmmUehPm,0,2,0.203,-6.254,1,Alice,0,0.0389,134.996,
0.501,2020,0.206,['ONIGAWARA'],0.635,264933,0.89,0,1ZoIikqEbLRV21enDHzXb7,5.09E-06,0,0.0974,-4.648,1,remember,0,0.0388,114.994,
0.313,2020,0.134,['ONIGAWARA'],0.583,257373,0.947,0,1kG6sVi54KJ1CI8gX3YS3h,0,2,0.275,-5.964,1,DIGITAL LOVE,0,0.071,130.028,
0.352,2020,8.64E-05,['Jt South'],0.818,172407,0.609,0,7gNWHPpOSrYuK3xHyUExan,0.284,7,0.153,-8.474,1,Rebirth,0,0.0738,109.993,
0.0722,2020,0.826,['The Leonid Falls'],0.347,356389,0.258,0,1lFIT0oruC3exnGwrfJipY,0.0567,5,0.0916,-10.483,1,This Is My Family,0,0.0324,109.227,
0.266,2020,0.0944,['niko-qée'],0.518,240008,0.549,0,3mRR5Q58HnPQ1LL6RUc3kG,0.078,10,0.705,-8.002,0,No sleep at all,0,0.0673,159.909,
0.325,2020,5.12E-05,['Blue-Room'],0.805,473375,0.955,0,4pXKgyciWoRFiUbik3fwhm,0.954,11,0.0397,-6.748,0,Touch Pads,0,0.0442,126.014,
0.451,2020,0.79,['niko-qée'],0.742,80004,0.744,0,4sbRdnoJovqslKn5KlQVf9,0.954,2,0.112,-7.423,0,Like a Rose,0,0.0445,149.963,
0.976,2020,0.921,['niko-qée'],0.68,103394,0.734,0,5DPQViKUtfqW2aKCHZW8PP,0.853,5,0.137,-11.736,0,Finest,0,0.0575,129.997,
0.482,2020,0.00137,['Blue-Room'],0.808,424500,0.999,0,6MjgmsdmxmXFLlEIRr4WND,0.963,11,0.0338,-7.904,0,Duck,0,0.068,127.017,
0.616,2020,0.000855,['Blue-Room'],0.745,434521,0.973,0,6Vn0dEgkM5TZ1UMLggNDFq,0.904,1,0.081,-7.655,1,El Libertador,0,0.0561,124.014,
0.53,2020,0.503,['Still Woozy'],0.616,133987,0.458,0,1qxZswAdBvM0JMUoV83J1b,0.0035,3,0.115,-11.832,1,BS,68,0.0455,79.574,
0.32,2020,0.00166,['Key Glock'],0.876,198867,0.463,1,2rw5cbtHTyzy8iruujD28d,0.000492,1,0.109,-6.607,1,Dough,66,0.289,162.951,
0.612,2020,0.114,['YoungBoy Never Broke Again'],0.773,132772,0.733,1,2crr8fnMCNKxypSNuHi5Jq,0,10,0.718,-4.869,1,Murder Business,66,0.321,83.712,
0.561,2020,0.416,['Eslabon Armado'],0.385,270668,0.645,0,7Aiq4g8tSExAM2qUNkiHbZ,0,8,0.0913,-8.032,1,Tal Vez,67,0.034,182.809,
0.583,2020,0.263,['Jasiah'],0.76,109595,0.794,1,0IGxkEgMeF1dwOSIj2IUrT,0.00324,10,0.0996,-4.311,0,Crisis,69,0.344,165.99,
0.553,2020,0.0916,['Chloe x Halle'],0.701,176787,0.668,0,1bRjwdtScY2eMe9uMmsOkG,2.09E-06,5,0.111,-7.287,0,Do It,70,0.0516,82.978,
0.766,2020,0.371,['Anderson .Paak'],0.884,174213,0.653,1,2IFFKj9orAsQOOS0JRhHAW,0.00135,11,0.812,-7.653,0,JEWELZ,71,0.0586,108.548,
0.849,2020,0.136,['Julia Michaels'],0.735,218383,0.694,1,5yCXLEi384DHGRXYMXgjBR,1.72E-06,1,0.0675,-5.721,1,Lie Like This,74,0.0538,120.983,
0.281,2020,0.0319,['SAINt JHN'],0.839,185700,0.687,1,0Ot6qzEWZqbwxKEtehS7Lp,9.62E-06,0,0.2,-6.648,1,Gorgeous,70,0.0493,100.027,
0.65,2020,0.0881,['Tory Lanez'],0.775,174848,0.823,1,1fPnUpoXCpD2NDI4vPVeLw,0,5,0.309,-4.941,0,Stupid Again,69,0.0635,120.059,
0.617,2020,0.275,"['Kygo', 'Tina Turner']",0.75,208156,0.664,0,3Be7CLdHZpyzsVijme39cW,0,8,0.0632,-5.908,0,What's Love Got to Do with It,82,0.154,105.023,
0.151,2020,0.0966,['Penelope Scott'],0.654,183992,0.289,1,6UYJYgY8VRo6mKrhgTe1CF,0.0186,5,0.101,-13.379,0,Cigarette Ahegao,68,0.0361,82.987,
0.585,2020,0.189,['Priscilla Block'],0.546,188012,0.788,0,4JFPLiaWIP5xqV1DCbSqeh,0,4,0.159,-3.302,1,Just About Over You - Radio Edit,67,0.0324,150.084,
0.68,2020,0.25,['Bastille'],0.787,173206,0.78,0,1lwvJQGhdq6Kyr4BBquf23,0,7,0.0908,-5.023,1,survivin',74,0.129,95.035,
0.204,2020,0.0704,['2KBABY'],0.559,189890,0.474,1,5LXdAueF0raRI8ZF3ywdWM,0,11,0.238,-6.495,1,MAD,67,0.341,79.626,
0.391,2020,0.799,['Jhené Aiko'],0.485,209933,0.389,1,3zPgAKn5tbmCuCKrR3r7qE,0,0,0.146,-10.765,1,Triggered (freestyle),68,0.298,93.175,
0.226,2020,0.052,['The Weeknd'],0.638,239973,0.863,1,2K9Ovn1o2bTGqbsABGC6m3,5.46E-05,4,0.685,-5.221,0,Too Late,73,0.132,120.077,
0.502,2020,0.294,"['Internet Money', 'Anuel AA', 'Gunna', 'Don Toliver', 'NAV']",0.795,278454,0.631,1,4EZ1JcbxfbVwuQRDJFUrzK,0,1,0.111,-5.832,0,"Lemonade (feat. Anuel AA, Gunna, Don Toliver & NAV) - Latin Remix",63,0.0825,139.975,
0.849,2020,0.917,['Angel Perez'],0.638,166438,0.295,0,2an1crKGNWXdviPTzWyH0I,0.000132,5,0.109,-14.193,1,Perfecta en Mis Ojos,67,0.0307,101.127,
0.761,2020,0.148,['Bryson Tiller'],0.633,193702,0.793,0,5TXQCMKN6TgemTL3c4wRTn,0,5,0.867,-6.847,0,Sorrows,69,0.182,109.093,
0.163,2020,0.679,"['The Band CAMINO', 'Chelsea Cutler']",0.463,178950,0.411,0,53bCcVMGv0S2aIYvfju2Tt,0,11,0.0453,-8.25,1,Crying Over You,69,0.0414,147.3,
