valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,emotion
0.0405,2020,0.307,['Kehlani'],0.653,168183,0.453,1,5nexAvWNhwg51EavnDgViy,0.00101,7,0.113,-5.395,0,Toxic,74,0.0351,111.737,
0.734,2020,0.27,['Junior H'],0.576,192391,0.604,1,3WQilym5Vi4ypxb70vx0eY,0,5,0.176,-7.558,0,Mente Positiva,75,0.047,99.746,
0.541,2020,0.136,['Sam Smith'],0.64,212520,0.68,0,2uDnylrNpZYi3lYVrIyxQm,0,10,0.143,-6.659,0,Diamonds,3,0.0502,104.108,
0.675,2020,0.0679,['2 Chainz'],0.897,171838,0.767,1,6jzW19SQaLj1kLArvipGQZ,0.000364,11,0.129,-4.544,1,Grey Area,68,0.0959,134.913,
0.582,2020,0.0368,['BLACKPINK'],0.68,169800,0.656,0,7iKDsPfLT0d5mu2htfMKBZ,0,8,0.101,-4.539,1,Love To Hate Me,78,0.138,162.177,
0.784,2020,0.00173,['Lady Gaga'],0.68,193533,0.825,0,7yBbV2k2S2uhaQc24NF2xt,0.000122,8,0.27,-4.296,1,Stupid Love,79,0.0702,117.987,
0.612,2020,0.419,['Kehlani'],0.574,167810,0.791,1,0uDdI4fAXCuNhQbmxENdsO,0,1,0.0982,-3.752,1,Can I,72,0.11,119.537,
0.937,2020,0.33,"['Curtis Waters', 'Harm Franklin']",0.885,144000,0.685,1,2JSmxLqt8h7ZpJJkfuLJvK,0,11,0.148,-6.429,0,Stunnin' (feat. Harm Franklin),76,0.0627,99.954,
0.707,2020,0.0847,"['Sebastian Yatra', 'Guaynaa']",0.574,183240,0.891,0,21N4Buj4xsyLb218lYle61,0,0,0.16,-3.665,0,Chica Ideal,89,0.157,100.978,
0.278,2020,0.0291,"['Miley Cyrus', 'Stevie Nicks']",0.681,220636,0.737,0,5l0nX3AhmmF717aKSs8qSH,7.16E-06,4,0.0856,-5.246,0,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),75,0.0384,109.95,
0.746,2020,0.156,"['Lil Yachty', 'Tierra Whack', 'A$AP Rocky', 'Tyler, The Creator']",0.784,232839,0.632,1,0gO3E51A3fqp0ypJ26QbVP,0,10,0.605,-6.083,0,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",72,0.347,124.603,
0.281,2020,0.0561,"['Alesso', 'Liam Payne']",0.587,220141,0.648,0,4ZTTUAjJCd4NMZmIU7RB4c,0,11,0.115,-6.927,0,Midnight (feat. Liam Payne),79,0.0439,144.028,
0.151,2020,0.019,['XXXTENTACION'],0.509,78681,0.542,1,4aOOExMBUyxKnEYb39SrTg,0.00639,3,0.23,-8.027,0,Riot,75,0.442,97.767,
0.65,2020,0.0816,['J Balvin'],0.843,205933,0.836,0,2lCkncy6bIB0LTMT7kvrD1,0.00138,11,0.0532,-2.474,0,Azul,87,0.0695,94.018,
0.26,2020,0.0161,"['21 Savage', 'Metro Boomin']",0.823,194214,0.703,1,50I7FNN2rl2rWiNwGxS146,1.35E-06,8,0.294,-2.691,1,No Opp Left Behind,72,0.298,178.043,
0.0743,2020,0.696,['Joji'],0.482,214558,0.631,0,2hfoyc7ve6xM4ZEiNIiU1B,0.0242,5,0.209,-6.917,1,Gimme Love,76,0.0986,126.576,
0.596,2020,0.0678,['Rod Wave'],0.446,170400,0.616,1,3lIvm65ESTYtJ66VmIyJem,0,11,0.097,-10.036,1,All Week,69,0.122,83.163,
0.536,2020,0.0224,"['Ozuna', 'Doja Cat', 'Sia']",0.759,214507,0.636,1,5cpJFiNwYyWwFLH0V6B3N8,0.000143,6,0.166,-5.585,1,Del Mar,84,0.0369,109.976,
0.648,2020,0.00948,['Logic'],0.769,100291,0.829,1,5jbDih9bLGmI8ycUKkN5XA,6.65E-05,0,0.301,-5.228,1,Perfect,73,0.0661,159.943,
0.698,2020,0.0531,['Ozuna'],0.728,217547,0.806,0,3gD4J3RUHy4OUuZ3qAiaiG,0.000301,6,0.153,-3.766,1,Caramelo,87,0.0623,168.084,
0.0479,2020,0.0151,"['Tate McRae', 'Ali Gatie']",0.642,177440,0.392,0,4f9IfFvBFm7Gsf1IVEudyf,0,4,0.352,-7.846,0,lie to me,79,0.0372,138.065,
0.428,2020,0.417,['Brett Young'],0.408,193416,0.523,0,3ySLzrN7950dpf1ncttONO,9.58E-06,7,0.0877,-8.001,1,Lady,70,0.0353,169.954,
0.46,2020,0.881,['Taylor Swift'],0.559,190898,0.31,0,2NmsngXHeC1GQ9wWrzhOMf,0,10,0.106,-10.445,1,illicit affairs,74,0.0338,119.845,
0.758,2020,0.206,"['Joyner Lucas', 'Logic']",0.884,236501,0.936,1,4h7qcXBtaOJnmrapxoWxGf,0,1,0.262,-3.931,1,Isis (feat. Logic),74,0.167,120.004,
0.618,2020,0.0493,"['Big Sean', 'Travis Scott']",0.676,199250,0.82,1,4VLTxHOyFX5FRtkpsFm5Pc,0,7,0.615,-5.217,1,Lithuania (feat. Travis Scott),74,0.0554,152.028,
0.735,2020,0.00415,"['Marshmello', 'Imanbek', 'Usher']",0.712,165704,0.891,0,39umHdGKfpnjY4TFtnoQ51,0,6,0.258,-2.76,0,Too Much (feat. Usher),78,0.0401,126.012,
0.397,2020,0.0155,['The Kid LAROI'],0.901,163574,0.49,1,2ImaJZH7XqxrzbQZpYDmol,0,5,0.109,-9.099,0,Addison Rae,75,0.129,135.015,
0.488,2020,0.122,"['Future', 'Travis Scott']",0.691,205666,0.632,1,4kfeRwpq5KUaqTkgi4TbDF,0,1,0.0646,-7.598,1,Solitaires (feat. Travis Scott),74,0.0513,169.982,
0.712,2020,0.275,"['Lil Skies', 'Lil Durk']",0.802,211654,0.737,1,0oH0OIeKJSAT5bdFkbz20A,0,6,0.113,-4.862,0,Havin My Way (feat. Lil Durk),73,0.0757,127.014,
0.507,2020,0.686,"['Sista Prod', 'Powfu', 'Alec Benjamin', 'Rxseboy', 'Sarcastic Sounds']",0.702,156188,0.616,0,1eCTQhsNA31FcwyNcJcf86,0,6,0.145,-4.903,1,"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)",76,0.326,80.482,
0.379,2020,0.687,['Taylor Swift'],0.553,208978,0.413,0,0ZNU020wNYvgW84iljPkPP,2.33E-06,2,0.0594,-10.037,1,mirrorball,74,0.0334,110.107,
0.637,2020,0.115,['Kameron Marlowe'],0.632,185306,0.886,0,2UBvtKeetnXn6lMnsBUrZz,0,11,0.136,-3.986,0,Burn 'Em All,70,0.054,114.951,
0.612,2020,0.125,['Pop Smoke'],0.548,127547,0.732,1,792HwhrdO3ErRKL5yRe4Ge,0,11,0.269,-5.652,0,Invincible,78,0.336,142.791,
0.415,2020,0.9,['Taylor Swift'],0.596,208907,0.488,0,6KJqZcs9XDgVck7Lg9QOTC,2.70E-05,4,0.091,-10.769,1,seven,74,0.0274,94.926,
0.243,2020,0.768,['Junior H'],0.471,285156,0.293,0,3G8WaQkwVSwlcDGRHniG3w,0.00824,11,0.0981,-8.47,0,La Vi Llorar,71,0.0313,140.056,
0.75,2020,0.037,"['Shawn Mendes', 'Camila Cabello']",0.759,190960,0.54,0,3ReaIdb034dVnD29OwS9wG,0,9,0.0945,-6.039,0,Señorita,5,0.0287,116.947,
0.864,2020,0.524,['Shawn Mendes'],0.69,190800,0.809,0,7FuvctWOjpECEDRgeD3inp,0,2,0.147,-4.198,1,If I Can't Have You,3,0.0603,123.912,
0.736,2020,0.106,"['MC Virgins', 'Yun Head']",0.819,133018,0.819,1,0CJgUQ8UemK2htS73Ye5U8,0,6,0.108,-5.531,0,Trap Anthem,75,0.176,160.005,
0.0657,2020,0.105,"['21 Savage', 'Metro Boomin']",0.63,214192,0.399,1,1wGnp7ejkCuXRsehXx0PNP,0.174,5,0.234,-9.869,0,RIP Luv,72,0.178,183.016,
0.773,2020,0.0156,['Kane Brown'],0.608,164668,0.735,0,5P3oaNpPDVLRJsL3152SEs,1.69E-06,4,0.361,-5.497,1,Cool Again,70,0.0371,90.007,
0.56,2020,0.358,['Chris Stapleton'],0.729,231720,0.685,0,3olGkpomYOWwRZsbFTZqiX,0.0102,7,0.111,-7.547,1,Devil Always Made Me Think Twice,68,0.03,122.284,
0.962,2020,0.143,['Carly Pearce'],0.583,164678,0.867,0,4QpWhd7l2NrmGmfw4qGlpa,0,11,0.0863,-4.17,1,Next Girl,71,0.0637,160.096,
0.341,2020,0.798,['Noah Cyrus'],0.53,144377,0.281,0,6U1iuA5QfzYRPJxvdcxqtf,0,5,0.0928,-8.274,1,Lonely,75,0.0577,122.442,
0.662,2020,0.31,"['Bad Bunny', 'Yaviah']",0.737,196500,0.766,1,4j4w4CXm6BSr0s25wAWrrX,6.63E-06,10,0.114,-4.242,0,Bichiyal,78,0.0458,93.956,
0.285,2020,0.0681,['The Kid LAROI'],0.63,135227,0.707,1,2DsdZx34mT4jVtnPk1eoFM,0,5,0.284,-3.632,1,NEED YOU MOST (So Sick),74,0.0508,86.849,
0.671,2020,0.135,['Lil Uzi Vert'],0.772,210261,0.634,1,7hav1MHURQf5SAoPk0egqh,0,10,0.432,-6.101,0,Baby Pluto,72,0.212,160.052,
0.5,2020,0.201,['Drake'],0.864,192932,0.477,1,5H4mXWKcicuLKDn4Jy0sK7,0,10,0.182,-5.786,1,Time Flies,74,0.224,86.46,
0.504,2020,0.0546,['Lil Uzi Vert'],0.712,212354,0.598,1,2ajzBr7vwHTEBeqDzcsNRC,0,7,0.154,-5.368,0,That Way - Bonus Track,72,0.0388,130.007,
0.667,2020,0.167,['Lindsay Ell'],0.54,193040,0.695,0,04FTCJKkMcFkTdGR7qC1Tm,6.24E-05,4,0.11,-4.16,1,wAnt me back,70,0.0656,156.133,
0.227,2020,0.0819,['J. Cole'],0.732,210587,0.663,1,1ZvBVbsaNqHEP6ymXaPGlj,0,6,0.115,-7.616,0,Lion King On Ice,72,0.192,139.964,
0.522,2020,0.000297,['A Thousand Horses'],0.548,191614,0.836,0,62Ovt2av0MlBvorjVeINQP,0,1,0.126,-6.371,0,A Song to Remember,70,0.0389,114.893,
0.156,2020,0.0127,"['Tyla Yaweh', 'Wiz Khalifa']",0.737,175759,0.548,1,5DPASDOoVakOcD8EIhb46T,9.76E-06,4,0.176,-7.003,0,High Right Now (feat. Wiz Khalifa) - Remix,74,0.0498,160.058,
0.55,2020,0.137,['Larray'],0.647,173880,0.803,1,3VxOgQ9o1aKonFx4d5lPR3,4.06E-06,11,0.0952,-5.36,0,Canceled,73,0.389,82.108,
0.534,2020,0.0803,"['Quinn XCII', 'Marc E. Bassy']",0.831,180053,0.452,0,4CxmynXhw78QefruycvxG8,0,5,0.359,-5.111,0,Coffee (feat. Marc E. Bassy),71,0.047,93.04,
0.396,2020,0.116,"['French Montana', 'Pop Smoke']",0.757,157880,0.633,1,6zAXl7WqhGuOuTDkPDKQ7P,0,1,0.204,-6.102,1,Double G (feat. Pop Smoke),74,0.339,143.186,
0.412,2020,0.314,['Taylor Swift'],0.515,195097,0.476,0,7kt9e9LFSpN1zQtYEl19o1,4.74E-05,9,0.171,-9.843,1,this is me trying,74,0.0328,135.886,
0.479,2020,0.0381,"['21 Savage', 'Metro Boomin']",0.775,231831,0.566,1,11XegnWeJHBDtj9IsNwngu,0.000341,11,0.127,-6.661,1,Said N Done,72,0.283,160.351,
0.314,2020,0.735,['JP Saxe'],0.598,225680,0.295,0,00cBcYOlnHoXX9ver3cmdE,0,1,0.107,-8.553,1,A Little Bit Yours,74,0.0276,87.025,
0.293,2020,0.0519,['Chris Stapleton'],0.555,309853,0.505,0,24nhOvYX2gk3txBbMzXeUB,0.00361,1,0.148,-7.334,0,Cold,67,0.0333,117.481,
0.236,2020,0.123,['Trevor Daniel'],0.784,159382,0.43,0,2rRJrJEo19S2J82BDsQ3F7,0,10,0.0887,-8.756,0,Falling,79,0.0364,127.087,
0.127,2020,0.0129,['CORPSE'],0.726,86667,0.732,1,5cCpq6EJqI8dgz8FwE7gk3,0.000174,8,0.681,-5.596,1,Cabin Fever,73,0.189,144.065,
0.712,2020,0.557,"['Josh Kerr', 'Emily Falvey']",0.787,172663,0.688,0,7FbqWzDrsX5X9gY7CdsIKK,0,5,0.103,-7.285,1,Thought This Through,70,0.0449,99.977,
0.483,2020,0.197,"['Sigala', 'James Arthur']",0.676,218359,0.786,0,0DmAvNCAK08oCi7miSZUIY,0,1,0.0943,-4.529,1,Lasting Lover,83,0.0478,125.983,
0.398,2020,0.223,['Chris Stapleton'],0.63,274520,0.485,0,4EuaDcxHmHKS6gZ5iuGba0,0.0535,3,0.103,-8.955,1,Joy Of My Life,67,0.0299,149.23,
0.0901,2020,0.146,['Kodak Black'],0.779,203892,0.706,1,2ZDaMPDvDz6bPkZtMwZFku,0,11,0.346,-3.557,0,Remember The Times,66,0.0528,135.008,
0.86,2020,0.0222,['BTS'],0.781,180221,0.762,0,0ono6UCNVZ1XqOm6j78Blu,0,10,0.121,-5.188,0,Filter,80,0.0626,110.042,
0.3,2020,0.0331,['NAV'],0.853,145121,0.502,1,1U6Qqq2JQzOWoHYqtG7pYO,0,1,0.144,-7.187,1,Friends & Family,72,0.105,129.02,
0.732,2020,0.17,['Halsey'],0.78,173467,0.684,0,6SL8U8TtdwOtGhbmGzsMfX,0,0,0.105,-5.758,1,I'm Not Mad,74,0.0636,149.916,
0.557,2020,0.128,"['42 Dugg', 'Lil Baby', 'Yo Gotti']",0.888,107771,0.715,1,0qnHywpYq7D2SGMpuHEasL,0,8,0.0898,-3.377,0,Not A Rapper (feat. Lil Baby & Yo Gotti),69,0.274,120.106,
0.939,2020,0.0272,['Lady A'],0.523,185070,0.927,0,48F2xnWq3LuzYWML327Z2r,5.98E-06,4,0.168,-2.796,1,Champagne Night - From Songland,70,0.0489,149.929,
0.936,2020,0.0125,"['Spencer Crandall', 'Julia Cole']",0.616,164955,0.798,0,3kdQfsfmWiLbPFrcdvhSYg,0,8,0.114,-4.224,1,Things I Can't Say (feat. Julia Cole),70,0.0481,80.033,
0.387,2020,0.388,['Kane Brown'],0.63,205747,0.496,0,4RN6OApAESI3Sh0gf5iuAM,0,8,0.088,-7.011,1,Worship You,70,0.0329,78.024,
0.275,2020,0.212,"['Diplo', 'Julia Michaels', 'Morgan Wallen']",0.648,172973,0.553,1,0VFQC71dmUjuW5bU5Ewdmg,0,11,0.0728,-6.35,1,Heartless (with Julia Michaels & Morgan Wallen),73,0.0409,110.949,
0.341,2020,0.0611,"['Lil Baby', 'Gunna']",0.788,177314,0.436,1,7KSSdFCBHCfq4KPzz78ghk,0,1,0.0979,-9.435,1,Heatin Up (feat. Gunna),71,0.364,129.847,
0.349,2020,0.0439,"['G-Eazy', 'Jack Harlow']",0.753,178217,0.502,1,1Tfxi7N3DW4zvAuVjt9g8X,1.54E-06,1,0.128,-6.879,1,Moana,73,0.264,205.895,
0.323,2020,0.0262,['Hailee Steinfeld'],0.681,216084,0.783,1,60todhJq1ScRkVxFvXTuZF,0,8,0.206,-4.997,1,I Love You's,78,0.18,106.901,
0.596,2020,0.00575,['Lauv'],0.862,186613,0.4,1,1Srt81FTalOhRw7t7l8Yh8,7.49E-06,4,0.123,-7.486,1,Tattoos Together,77,0.0736,122.963,
0.582,2020,0.0173,['Waterloo Revival'],0.488,188002,0.781,0,24QBf1y8rRcyBgKjoUlIdn,0,9,0.208,-5.758,1,Something You Ain't Ever Had,69,0.0446,76.971,
1.00E-05,2020,0.128,['Epic Soundscapes'],0.069,252330,1,0,7rQ1E6bl6UMhrRhf8quVIR,0.944,6,0.953,-14.577,1,Heavy Rain,74,0.0514,77.22,
0.177,2020,0.38,"['Lil Baby', '42 Dugg']",0.817,203438,0.513,1,01JMnRUs2YOK6DDpdQASGY,0,10,0.109,-6.263,0,Grace (feat. 42 Dugg),69,0.394,123.029,
0.303,2020,0.0352,"['Lil Tjay', 'Fivio Foreign', 'Pop Smoke']",0.565,214825,0.569,1,3Ddny34bFoYBb8dIGq5lwp,8.81E-06,6,0.106,-6.084,0,Zoo York (feat. Fivio Foreign & Pop Smoke),74,0.379,92.466,
0.497,2020,0.236,['Surfaces'],0.765,212850,0.689,0,5Pgq1Gfeth2CuUhyCXwlfC,7.39E-06,6,0.114,-5.616,1,Take It Easy,74,0.0456,144.958,
0.232,2020,0.152,['King Von'],0.696,122680,0.592,1,2297mxrYLBAC4XkhXs39If,0,1,0.127,-6.281,1,Armed & Dangerous,70,0.319,188.051,
0.819,2020,0.162,['Chase Rice'],0.681,176729,0.726,0,5TI10v8sy9VPp5YhVRVK1f,0,7,0.119,-5.1,1,Lonely If You Are,69,0.0453,84.98,
0.533,2020,0.527,['Giveon'],0.451,198371,0.462,0,3FAJ6O0NOHQV8Mc5Ri6ENp,0,0,0.303,-8.962,1,HEARTBREAK ANNIVERSARY,72,0.0782,89.174,
0.725,2020,0.0173,"['King Von', 'Lil Durk', 'Prince Dre']",0.87,151000,0.563,1,0rk2IHFiHFnO7t0jvAeHW9,0,5,0.119,-8.373,1,Back Again (feat. Lil Durk & Prince Dre),70,0.451,159.931,
0.723,2020,0.243,"['Jawsh 685', 'Jason Derulo']",0.795,171375,0.48,0,5T490vvoFNU6psep0NPmxs,0,3,0.271,-8.556,1,Savage Love (Laxed - Siren Beat),78,0.0688,149.919,
0.312,2020,0.256,"['Julie and the Phantoms Cast', 'Charlie Gillespie']",0.515,230241,0.53,0,2vEDOWuYM6r2LO9HXI47F1,0,4,0.089,-6.974,1,Unsaid Emily (feat. Charlie Gillespie),75,0.0294,83.056,
0.592,2020,0.208,['Dixie D’Amelio'],0.722,198966,0.658,1,1KVQBPyORdhfITlixROtvC,0,0,0.249,-4.94,1,Be Happy,77,0.119,87.004,
0.494,2020,0.00843,"['21 Savage', 'Metro Boomin', 'Young Nudy']",0.821,187773,0.671,1,3WaDoMDQRqDdgtCDLxanpN,8.50E-05,9,0.0972,-5.893,1,Snitches & Rats (feat. Young Nudy),71,0.18,145.953,
0.0391,2020,0.0194,"['Trippie Redd', 'PARTYNEXTDOOR']",0.443,283285,0.536,0,7FullO2NDkyvxLuxYVKINa,4.24E-05,4,0.1,-8.187,0,Excitement (feat. PARTYNEXTDOOR),72,0.0378,121.967,
0.509,2020,0.0888,['Lil Uzi Vert'],0.855,195299,0.676,1,6CUP2khYzdphXebxVTfPE3,0,1,0.144,-5.736,1,Lo Mein,70,0.325,133.082,
0.746,2020,0.0369,['Kodak Black'],0.873,188075,0.497,1,5dABkHkvA7ud5nmDUArJ4r,0.0324,7,0.119,-7.145,1,Feeling Myself Today,66,0.0899,145.013,
0.949,2020,0.0724,['Filmore'],0.8,193145,0.515,0,1LtiNpTzzSX8qcvlPFLmeR,0,9,0.355,-5.431,1,Nothing's Better,70,0.0351,110.018,
0.221,2020,0.547,['Chris Stapleton'],0.514,223933,0.249,0,6Oo02L8Ua0ijs2yypDwaM0,0.000103,7,0.164,-10.461,1,When I'm With You,66,0.0417,121.226,
0.117,2020,0.126,['Polo G'],0.732,170057,0.462,1,2iW6Hb6kfrz2K7EhPibFiq,0,5,0.12,-10.191,0,33,72,0.406,180.067,
0.588,2020,0.412,['Bad Bunny'],0.712,178000,0.599,1,0FktnzDqjClqU6iqOZVEs2,2.15E-05,5,0.103,-6.342,0,BYE ME FUI,79,0.112,179.788,
0.199,2020,0.0132,['Sia'],0.521,205208,0.877,0,5id3Rqn7SPj1LX4FfY4nGz,0.0806,7,0.0929,-5.444,1,Together,81,0.0683,180.007,
0.432,2020,0.497,"['Pop Smoke', 'Quavo']",0.713,175756,0.605,1,25Wq1OwZyKLMjVNXIhzVlV,3.46E-06,11,0.115,-7.487,1,Aim For The Moon (feat. Quavo),73,0.107,142.025,
0.448,2020,0.262,"['Lil Durk', 'Lil Baby', 'Polo G']",0.835,169532,0.482,1,677KTHp39ZBJ9csDdgymI9,0,8,0.0991,-8.607,0,3 Headed Goat (feat. Lil Baby & Polo G),70,0.367,143.015,
0.122,2020,0.0152,['Lil Peep'],0.598,177160,0.683,1,2YGHCHkWTbtCUTjL0LUXtx,0,4,0.319,-6.588,0,hellboy,75,0.054,135.982,
0.802,2020,0.239,"['Maluma', 'Myke Towers']",0.764,198570,0.741,1,19OXtYzrJyCrQvTbfukt4H,0,9,0.107,-3.617,1,Madrid,85,0.101,170.081,
0.712,2020,0.0518,"['Cali Y El Dandee', 'Danna Paola']",0.684,174027,0.808,0,4K8cyoCDovlc4FvtUr2Hfx,1.02E-05,0,0.0858,-2.737,1,Nada,85,0.061,173.905,
0.374,2020,0.0514,['Big Sean'],0.72,136462,0.542,1,0z36JaXXoFXuPuQucKEsdx,3.50E-06,1,0.136,-7.583,1,ZTFO,71,0.0482,74.977,
0.274,2020,0.26,['DripReport'],0.903,106000,0.327,1,2alc8VZAzDgdAsL2QMk3hu,0.011,1,0.108,-9.727,1,Skechers,79,0.0877,100.008,
0.797,2020,0.0705,"['Jhay Cortez', 'Rafa Pabön']",0.82,253747,0.722,0,6U8X04exKJWGWFvjhpfRrQ,0,1,0.0851,-3.736,0,Cuando Bebe,2,0.056,98.016,
0.155,2020,0.0306,"['Kodak Black', 'Jackboy', 'Tory Lanez']",0.882,285531,0.644,1,4UM5mQPf6WKvmlSa1UwFrR,0,5,0.0956,-7.721,1,Spain (feat. Tory Lanez and Jackboy),65,0.117,133.031,
0.332,2020,0.387,['Joji'],0.552,180019,0.638,0,0rOLFkjY5DSIViVBNnzOuK,0.00014,1,0.374,-7.474,1,Sanctuary,73,0.11,167.834,
0.563,2020,0.0381,['Kodak Black'],0.762,112813,0.825,1,5eHbNMZ45Jku4GBADsUQGx,0,10,0.329,-4.692,1,I Wanna Live,64,0.231,173.939,
0.075,2020,0.166,['The Kid LAROI'],0.373,196202,0.539,1,57tln4G33fhp8mrFbeM3IJ,0,1,0.139,-4.865,1,SELFISH,72,0.086,77.006,
0.361,2020,0.0427,['Joji'],0.448,195000,0.72,0,3AkdSFo7quCZ781KCqNK0T,0.000292,7,0.614,-3.954,1,Run,74,0.0332,157.919,
0.745,2020,0.119,"['Doja Cat', 'Nicki Minaj']",0.856,206221,0.641,1,11VApNQCWLJdzxWrlmwzUa,4.97E-06,11,0.427,-4.64,0,Say So (feat. Nicki Minaj),76,0.204,111.004,
0.883,2020,0.0876,['Sam Hunt'],0.569,181933,0.807,0,52lGuLAkIVbm4LZkSf9nj0,0,0,0.164,-4.584,1,Kinfolks,69,0.0464,76.011,
0.818,2020,0.0112,['Wallows'],0.72,193293,0.625,0,0APAKxMXB7jdDs4kw1l30y,0.0076,7,0.0999,-6.274,1,OK,73,0.0362,102.006,
0.784,2020,0.617,['Little Big Town'],0.727,196160,0.914,0,5avVDmK9FVJpd3MDO8I3Zl,0,7,0.596,-5.85,1,"Wine, Beer, Whiskey",69,0.0743,106.021,
0.7,2020,0.262,"['Lennon Stella', 'Charlie Puth']",0.696,160289,0.686,0,49dFIRQCQxPWgoH0m38XQ5,0,5,0.174,-6.113,0,Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,76,0.0309,115.982,
0.503,2020,0.101,['Kodak Black'],0.855,219596,0.635,1,1stxfmSEhZSBiSs6g8An4D,0,2,0.234,-5.883,1,"Eeny, Meeny, Miny, Moe",64,0.162,129.916,
0.358,2020,0.0847,"['Lil Tecca', 'Internet Money']",0.732,153627,0.636,1,0IJA9KP6rT55jrP1YpTdhx,0,7,0.241,-6.162,0,Out Of Love (feat. Internet Money),73,0.0497,138.061,
0.312,2020,0.0247,"['SAINt JHN', 'Future']",0.941,187898,0.463,1,1KyZ4rUiW2lkqGNLQYKpcC,5.53E-05,8,0.192,-5.993,1,Roses Remix (feat. Future),72,0.113,127.003,
0.235,2020,0.723,['J. Cole'],0.586,235480,0.512,1,1oOEkBNp4zWnkD7nWjJdog,0.0002,8,0.119,-8.819,0,Snow On Tha Bluff,71,0.0668,75.857,
0.408,2020,0.0169,['Lil Baby'],0.827,205760,0.552,1,5f4Hy5mw5SRaUgXX9c6P5S,0,4,0.122,-7.571,0,Sum 2 Prove,70,0.274,124.011,
0.463,2020,0.00358,"['jxdn', 'iann dior']",0.501,135573,0.633,0,6Tsro9u5bnTJxFjuzuNA7R,0,5,0.351,-6.56,1,Tonight (feat. iann dior),73,0.0466,165.029,
0.85,2020,0.0828,['Flo Milli'],0.896,163019,0.78,1,1GcXzijYzyfMq6wryZjYW5,0,1,0.0857,-3.547,1,May I,72,0.202,106.032,
0.481,2020,0.0677,['Jason Derulo'],0.705,242320,0.803,0,0qF6kh3qUAWOKAtjtZ8fT6,0,0,0.102,-4.869,1,Perfect Timing,4,0.0566,124.994,
0.823,2020,0.322,"['BigKayBeezy', 'Polo G']",0.909,171245,0.541,1,0vwOWwl785S9EU1wtbeLLJ,0,8,0.0942,-6.436,1,BookBag 2.0 (feat. Polo G),69,0.497,135.106,
0.355,2020,0.512,"['Zedd', 'Jasmine Thompson']",0.664,221466,0.66,0,4FYbo4yQzu3hGkj2Ix4ucW,0,5,0.26,-4.646,1,Funny,77,0.0243,99.946,
0.832,2020,0.0115,['Chris Stapleton'],0.484,178427,0.954,0,0NdEdsXS9jbX1hnufawZ0z,0.228,9,0.0989,-4.534,1,Arkansas,66,0.054,82.182,
0.461,2020,0.389,"['Pop Smoke', 'KAROL G']",0.764,197938,0.676,1,3NWrHCwvyII4fTx05PN3IO,0,11,0.215,-6.761,0,Enjoy Yourself (feat. Karol G),75,0.0927,97.02,
0.499,2020,0.0279,"['NAV', 'Future']",0.9,188490,0.659,1,5Vk6cqS63O1PU2P8ExSOjo,0,1,0.142,-5.741,1,Stella McCartney (feat. Future) - Bonus Track,57,0.182,137.047,
0.0503,2020,0.624,['Joji'],0.785,163759,0.818,0,5sbZj8hcae2ebXVBonKQ6g,0.149,7,0.149,-8.711,1,Your Man,74,0.099,117.98,
0.606,2020,0.0233,['Lil Yachty'],0.924,89536,0.547,1,2E79dyG3vXolWuWiEXqNMX,1.67E-06,6,0.0998,-4.98,0,Coffin,72,0.271,138.066,
0.381,2020,0.556,['Joji'],0.827,131719,0.549,0,1RTYj0DKungYDHtgFQRtmx,0.689,0,0.124,-8.188,0,NITROUS,73,0.0343,127.992,
0.475,2020,0.403,['Chris Stapleton'],0.673,211480,0.481,0,50QWBrZFAhD6N4B0tbfET9,0.000526,7,0.192,-8.743,1,Maggie's Song,66,0.0436,133.106,
0.0736,2020,0.695,['Joji'],0.484,214558,0.632,0,0HItcI6qN6Dr4MC3CZryQh,0.0243,5,0.209,-6.917,1,Gimme Love,74,0.0976,126.384,
0,2020,0.916,['Water Sound Natural White Noise'],0,63000,0.032,0,5pGBDKBaR63vuJ4g8ialcU,0.202,1,0.103,-30.704,1,Deep Sleep Recovery Noise,74,0,0,
0.356,2020,0.00522,"['King Von', 'Lil Durk']",0.793,144787,0.462,1,4g27tVPyGHi38dczFoJZZy,0,5,0.191,-7.495,0,All These Niggas (feat. Lil Durk),70,0.119,145.962,
0.181,2020,0.268,['Joji'],0.574,181772,0.604,0,6H167kbd8gY2Eewzf14YjD,2.98E-06,1,0.139,-9.933,0,777,73,0.0863,179.636,
0.535,2020,0.048,"['Lil Baby', 'Lil Uzi Vert']",0.892,214215,0.486,1,3tDqEKKUs6gf8zMvSuLyLA,0,11,0.146,-8.637,0,Commercial (feat. Lil Uzi Vert),70,0.384,120.998,
0.118,2020,0.143,"['Ty Dolla $ign', 'Post Malone']",0.782,143375,0.51,1,5IUtvfNvOyVYZUa6AJFrnP,0,4,0.115,-5.724,0,Spicy (feat. Post Malone),74,0.0419,99.993,
0.692,2020,0.00032,['Machine Gun Kelly'],0.507,160222,0.951,1,7os53rdrgA0OU6xC5xJruX,0,11,0.33,-2.999,1,concert for aliens,72,0.0586,95.016,
